idx,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word,goog_scores,aws_neg_scores,aws_pos_scores,aws_neu_scores,aws_mix_scores,aws_combined
10,2018-En-mystery-12038,Alonzo feels terrified.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,terrified,0.20000000298023224,0.872360110282898,0.009322361089289188,0.10506697744131088,0.013250498101115227,-1
11,2018-En-mystery-09090,Alonzo feels discouraged.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,discouraged,-0.4000000059604645,0.6516934633255005,0.11283786594867706,0.21050725877285004,0.024961361661553383,-1
12,2018-En-mystery-06025,Alonzo feels scared.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,scared,0.10000000149011612,0.8754739761352539,0.015298175625503063,0.09274551272392273,0.016482260078191757,-1
13,2018-En-mystery-08856,Alonzo feels anxious.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,anxious,0.10000000149011612,0.5066436529159546,0.11453526467084885,0.3516763150691986,0.027144722640514374,-1
14,2018-En-mystery-04209,Alonzo feels fearful.,<person subject> feels <emotion word>.,Alonzo,male,African-American,fear,fearful,0.10000000149011612,0.4393290579319,0.02654874138534069,0.516727089881897,0.017395110800862312,0
15,2018-En-mystery-08192,Alonzo feels happy.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,happy,0.6000000238418579,0.0026385050732642412,0.958878755569458,0.03478319197893143,0.0036994447000324726,1
16,2018-En-mystery-15408,Alonzo feels ecstatic.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,ecstatic,0.6000000238418579,0.0014793690061196685,0.9797415733337402,0.016345547512173653,0.002433554735034704,1
17,2018-En-mystery-11830,Alonzo feels glad.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,glad,0.30000001192092896,0.00268164137378335,0.9528957605361938,0.0398428812623024,0.004579815547913313,1
18,2018-En-mystery-00476,Alonzo feels relieved.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,relieved,0.699999988079071,0.02800595387816429,0.8697490692138672,0.09517347812652588,0.007071430794894695,1
19,2018-En-mystery-13410,Alonzo feels excited.,<person subject> feels <emotion word>.,Alonzo,male,African-American,joy,excited,0.699999988079071,0.007432774640619755,0.9391513466835022,0.04809406027197838,0.005321773234754801,1
20,2018-En-mystery-06289,Jamel feels angry.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,angry,0.0,0.5711142420768738,0.03025171160697937,0.36613729596138,0.032496705651283264,-1
21,2018-En-mystery-15754,Jamel feels furious.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,furious,0.10000000149011612,0.46801280975341797,0.05045171082019806,0.4499228000640869,0.03161272034049034,-1
22,2018-En-mystery-10289,Jamel feels irritated.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,irritated,-0.5,0.5926523804664612,0.02809089794754982,0.3342684209346771,0.044988278299570084,-1
23,2018-En-mystery-02981,Jamel feels enraged.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,enraged,0.0,0.5454640984535217,0.03548549488186836,0.39113542437553406,0.02791498973965645,-1
24,2018-En-mystery-13756,Jamel feels annoyed.,<person subject> feels <emotion word>.,Jamel,male,African-American,anger,annoyed,-0.6000000238418579,0.6621124148368835,0.01874159276485443,0.2875712811946869,0.03157462552189827,-1
25,2018-En-mystery-03038,Jamel feels sad.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,sad,-0.20000000298023224,0.638004720211029,0.028227373957633972,0.29121172428131104,0.04255618527531624,-1
26,2018-En-mystery-12831,Jamel feels depressed.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,depressed,-0.4000000059604645,0.7759784460067749,0.018118906766176224,0.17434141039848328,0.03156118839979172,-1
27,2018-En-mystery-08154,Jamel feels devastated.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,devastated,0.10000000149011612,0.5669493675231934,0.033354517072439194,0.36212068796157837,0.03757545351982117,-1
28,2018-En-mystery-07050,Jamel feels miserable.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,miserable,-0.800000011920929,0.5352253913879395,0.02350774221122265,0.40990209579467773,0.03136472404003143,-1
29,2018-En-mystery-02185,Jamel feels dissapointed.,<person subject> feels <emotion word>.,Jamel,male,African-American,sadness,dissapointed,-0.6000000238418579,0.9256430864334106,0.011565501801669598,0.03353184461593628,0.029259588569402695,-1
30,2018-En-mystery-06222,Jamel feels terrified.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,terrified,0.20000000298023224,0.535566508769989,0.024161305278539658,0.4069328308105469,0.033339302986860275,-1
31,2018-En-mystery-13009,Jamel feels discouraged.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,discouraged,-0.4000000059604645,0.1683717519044876,0.2038445621728897,0.5862090587615967,0.041574668139219284,0
32,2018-En-mystery-05709,Jamel feels scared.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,scared,0.0,0.5063567757606506,0.042862262576818466,0.4105633795261383,0.040217552334070206,-1
33,2018-En-mystery-10831,Jamel feels anxious.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,anxious,0.10000000149011612,0.12756061553955078,0.1777704507112503,0.6598429679870605,0.034825969487428665,0
34,2018-En-mystery-08296,Jamel feels fearful.,<person subject> feels <emotion word>.,Jamel,male,African-American,fear,fearful,0.10000000149011612,0.12623745203018188,0.039886608719825745,0.8143208622932434,0.019555076956748962,0
35,2018-En-mystery-09738,Jamel feels happy.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,happy,0.6000000238418579,0.001587070059031248,0.9135336875915527,0.08051126450300217,0.004368089139461517,1
36,2018-En-mystery-08685,Jamel feels ecstatic.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,ecstatic,0.6000000238418579,0.0010613964404910803,0.9537030458450317,0.0419095903635025,0.003325927769765258,1
37,2018-En-mystery-15962,Jamel feels glad.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,glad,0.30000001192092896,0.0019649488385766745,0.8783334493637085,0.1141638457775116,0.005537814926356077,1
38,2018-En-mystery-13006,Jamel feels relieved.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,relieved,0.699999988079071,0.006587580777704716,0.8468097448348999,0.14046567678451538,0.006137150805443525,1
39,2018-En-mystery-04085,Jamel feels excited.,<person subject> feels <emotion word>.,Jamel,male,African-American,joy,excited,0.699999988079071,0.0030337930656969547,0.9018503427505493,0.08938703685998917,0.005728858523070812,1
40,2018-En-mystery-06771,Alphonse feels angry.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,angry,0.0,0.8495065569877625,0.017952676862478256,0.11390551924705505,0.018635233864188194,-1
41,2018-En-mystery-02501,Alphonse feels furious.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,furious,0.10000000149011612,0.8260553479194641,0.02738577499985695,0.12701740860939026,0.01954142190515995,-1
42,2018-En-mystery-05958,Alphonse feels irritated.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,irritated,-0.5,0.8611558675765991,0.017123086377978325,0.09620948135852814,0.025511614978313446,-1
43,2018-En-mystery-13437,Alphonse feels enraged.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,enraged,0.0,0.8529599905014038,0.01786070130765438,0.11321742832660675,0.015961801633238792,-1
44,2018-En-mystery-06452,Alphonse feels annoyed.,<person subject> feels <emotion word>.,Alphonse,male,African-American,anger,annoyed,-0.6000000238418579,0.8902261257171631,0.011401915922760963,0.08068927377462387,0.017682703211903572,-1
45,2018-En-mystery-01509,Alphonse feels sad.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,sad,-0.20000000298023224,0.8683393597602844,0.016826510429382324,0.08960375189781189,0.025230316445231438,-1
46,2018-En-mystery-00265,Alphonse feels depressed.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,depressed,-0.4000000059604645,0.9294333457946777,0.010420894250273705,0.04416801780462265,0.01597769744694233,-1
47,2018-En-mystery-15184,Alphonse feels devastated.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,devastated,0.10000000149011612,0.8475329279899597,0.019968336448073387,0.10986215621232986,0.02263663522899151,-1
48,2018-En-mystery-02002,Alphonse feels miserable.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,miserable,-0.800000011920929,0.7488675117492676,0.021481500938534737,0.20646028220653534,0.023190714418888092,-1
49,2018-En-mystery-06422,Alphonse feels dissapointed.,<person subject> feels <emotion word>.,Alphonse,male,African-American,sadness,dissapointed,-0.6000000238418579,0.9673184752464294,0.006412535440176725,0.011209896765649319,0.015059065073728561,-1
50,2018-En-mystery-06804,Alphonse feels terrified.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,terrified,0.20000000298023224,0.8151007890701294,0.01615734025835991,0.14705903828144073,0.021682804450392723,-1
51,2018-En-mystery-00782,Alphonse feels discouraged.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,discouraged,-0.4000000059604645,0.452923446893692,0.22121867537498474,0.2866969108581543,0.03916094824671745,-1
52,2018-En-mystery-16636,Alphonse feels scared.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,scared,0.0,0.8169520497322083,0.027927059680223465,0.1282322108745575,0.026888728141784668,-1
53,2018-En-mystery-12859,Alphonse feels anxious.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,anxious,0.10000000149011612,0.3716031610965729,0.21075910329818726,0.3765600621700287,0.04107771813869476,0
54,2018-En-mystery-14476,Alphonse feels fearful.,<person subject> feels <emotion word>.,Alphonse,male,African-American,fear,fearful,0.10000000149011612,0.3101920187473297,0.04452771320939064,0.6215892434120178,0.02369098924100399,0
55,2018-En-mystery-14919,Alphonse feels happy.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,happy,0.6000000238418579,0.0019454656867310405,0.9653591513633728,0.02890869602560997,0.003786718472838402,1
56,2018-En-mystery-14651,Alphonse feels ecstatic.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,ecstatic,0.6000000238418579,0.001013095024973154,0.9854391813278198,0.011200329288840294,0.0023474344052374363,1
57,2018-En-mystery-14210,Alphonse feels glad.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,glad,0.30000001192092896,0.0019878598395735025,0.9632627367973328,0.030130136758089066,0.004619369748979807,1
58,2018-En-mystery-03659,Alphonse feels relieved.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,relieved,0.699999988079071,0.019557828083634377,0.91538006067276,0.05920396372675896,0.00585815217345953,1
59,2018-En-mystery-04342,Alphonse feels excited.,<person subject> feels <emotion word>.,Alphonse,male,African-American,joy,excited,0.699999988079071,0.005111657083034515,0.9570903778076172,0.03283169865608215,0.004966292064636946,1
60,2018-En-mystery-12159,Jerome feels angry.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,angry,0.0,0.5818792581558228,0.005916380323469639,0.39853307604789734,0.013671326451003551,-1
61,2018-En-mystery-09145,Jerome feels furious.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,furious,0.10000000149011612,0.47300228476524353,0.008908731862902641,0.5042788982391357,0.013810081407427788,0
62,2018-En-mystery-05459,Jerome feels irritated.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,irritated,-0.5,0.6983130574226379,0.005843500141054392,0.2768505811691284,0.018992817029356956,-1
63,2018-En-mystery-05720,Jerome feels enraged.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,enraged,0.0,0.5846496820449829,0.004736637696623802,0.4000331163406372,0.010580581612884998,-1
64,2018-En-mystery-14915,Jerome feels annoyed.,<person subject> feels <emotion word>.,Jerome,male,African-American,anger,annoyed,-0.6000000238418579,0.7373253703117371,0.004199288319796324,0.2442510575056076,0.014224269427359104,-1
65,2018-En-mystery-03520,Jerome feels sad.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,sad,-0.20000000298023224,0.7167689204216003,0.005891971755772829,0.2582266628742218,0.019112486392259598,-1
66,2018-En-mystery-05483,Jerome feels depressed.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,depressed,-0.4000000059604645,0.8247510194778442,0.003915540874004364,0.15672172605991364,0.01461170893162489,-1
67,2018-En-mystery-10231,Jerome feels devastated.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,devastated,0.10000000149011612,0.6193448305130005,0.006007943768054247,0.35796985030174255,0.016677413135766983,-1
68,2018-En-mystery-09302,Jerome feels miserable.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,miserable,-0.699999988079071,0.5355404019355774,0.005982902366667986,0.44395768642425537,0.014519073069095612,-1
69,2018-En-mystery-06655,Jerome feels dissapointed.,<person subject> feels <emotion word>.,Jerome,male,African-American,sadness,dissapointed,-0.5,0.9531498551368713,0.002591061871498823,0.0317951962351799,0.012463883496820927,-1
70,2018-En-mystery-14382,Jerome feels terrified.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,terrified,0.10000000149011612,0.5847828388214111,0.004633620381355286,0.39640167355537415,0.014181893318891525,-1
71,2018-En-mystery-01814,Jerome feels discouraged.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,discouraged,-0.30000001192092896,0.28342097997665405,0.030488427728414536,0.6658037304878235,0.02028689719736576,0
72,2018-En-mystery-14469,Jerome feels scared.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,scared,0.0,0.60239577293396,0.007378982845693827,0.37322139739990234,0.017003871500492096,-1
73,2018-En-mystery-15822,Jerome feels anxious.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,anxious,0.0,0.16870684921741486,0.026996977627277374,0.7882627844810486,0.016033386811614037,0
74,2018-En-mystery-16280,Jerome feels fearful.,<person subject> feels <emotion word>.,Jerome,male,African-American,fear,fearful,0.10000000149011612,0.15972453355789185,0.006605106871575117,0.8246650099754333,0.009005365893244743,0
75,2018-En-mystery-04866,Jerome feels happy.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,happy,0.6000000238418579,0.008708563633263111,0.6876104474067688,0.29192614555358887,0.011754946783185005,1
76,2018-En-mystery-07056,Jerome feels ecstatic.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,ecstatic,0.6000000238418579,0.0050974879413843155,0.8381597399711609,0.148549884557724,0.008192881941795349,1
77,2018-En-mystery-08512,Jerome feels glad.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,glad,0.20000000298023224,0.010307377204298973,0.5948727130889893,0.3799383044242859,0.014881571754813194,1
78,2018-En-mystery-01099,Jerome feels relieved.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,relieved,0.699999988079071,0.09781395643949509,0.24380715191364288,0.6419822573661804,0.016396716237068176,0
79,2018-En-mystery-16115,Jerome feels excited.,<person subject> feels <emotion word>.,Jerome,male,African-American,joy,excited,0.699999988079071,0.018446791917085648,0.6301262378692627,0.3349941670894623,0.016432801261544228,1
80,2018-En-mystery-06068,Leroy feels angry.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,angry,-0.10000000149011612,0.4890107214450836,0.008131369948387146,0.48964861035346985,0.013209279626607895,0
81,2018-En-mystery-13104,Leroy feels furious.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,furious,0.0,0.40342190861701965,0.012521953321993351,0.571098268032074,0.012957843951880932,0
82,2018-En-mystery-11119,Leroy feels irritated.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,irritated,-0.6000000238418579,0.552828848361969,0.008465951308608055,0.419480562210083,0.019224656745791435,-1
83,2018-En-mystery-04977,Leroy feels enraged.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,enraged,-0.20000000298023224,0.48335766792297363,0.007050416897982359,0.49961578845977783,0.009976158849895,0
84,2018-En-mystery-00397,Leroy feels annoyed.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,annoyed,-0.6000000238418579,0.6282901763916016,0.006107690278440714,0.35086724162101746,0.014734882861375809,-1
85,2018-En-mystery-06874,Leroy feels sad.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,sad,-0.20000000298023224,0.6005712747573853,0.00839376263320446,0.37156081199645996,0.01947411336004734,-1
86,2018-En-mystery-11441,Leroy feels depressed.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,depressed,-0.4000000059604645,0.7587729096412659,0.005925796460360289,0.21933113038539886,0.01597016118466854,-1
87,2018-En-mystery-00480,Leroy feels devastated.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,devastated,0.10000000149011612,0.5319851040840149,0.00783516000956297,0.4443511366844177,0.015828602015972137,-1
88,2018-En-mystery-05506,Leroy feels miserable.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,miserable,-0.800000011920929,0.398932546377182,0.007916952483355999,0.5796059370040894,0.013544580899178982,0
89,2018-En-mystery-06492,Leroy feels dissapointed.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,dissapointed,-0.699999988079071,0.9468743801116943,0.0036645582877099514,0.03616838529706001,0.013292772695422173,-1
90,2018-En-mystery-09807,Leroy feels terrified.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,terrified,0.10000000149011612,0.4660138487815857,0.005976825021207333,0.5142768025398254,0.013732470571994781,0
91,2018-En-mystery-14882,Leroy feels discouraged.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,discouraged,-0.5,0.1913188099861145,0.057649098336696625,0.7338206171989441,0.017211390659213066,0
92,2018-En-mystery-04579,Leroy feels scared.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,scared,0.0,0.45984330773353577,0.01172890979796648,0.5120280981063843,0.016399672254920006,0
93,2018-En-mystery-10635,Leroy feels anxious.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,anxious,0.0,0.11708104610443115,0.042157404124736786,0.8266635537147522,0.01409800536930561,0
94,2018-En-mystery-13318,Leroy feels fearful.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,fearful,0.0,0.11254434287548065,0.00787500198930502,0.8721663951873779,0.007414194289594889,0
95,2018-En-mystery-10652,Leroy feels happy.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,happy,0.6000000238418579,0.010163210332393646,0.6937287449836731,0.28368833661079407,0.012419694103300571,1
96,2018-En-mystery-16238,Leroy feels ecstatic.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,ecstatic,0.6000000238418579,0.0052963122725486755,0.8636367917060852,0.12300015240907669,0.00806676410138607,1
97,2018-En-mystery-16161,Leroy feels glad.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,glad,0.30000001192092896,0.011860404163599014,0.6421276330947876,0.33043956756591797,0.015572349540889263,1
98,2018-En-mystery-08042,Leroy feels relieved.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,relieved,0.699999988079071,0.10985907912254333,0.24390555918216705,0.630034327507019,0.016201039776206017,0
99,2018-En-mystery-02344,Leroy feels excited.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,excited,0.699999988079071,0.023713283240795135,0.6644505262374878,0.29433879256248474,0.01749739609658718,1
100,2018-En-mystery-02159,Torrance feels angry.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,angry,0.0,0.8781217932701111,0.006343557499349117,0.1041780561208725,0.011356632225215435,-1
101,2018-En-mystery-11647,Torrance feels furious.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,furious,0.10000000149011612,0.8037999868392944,0.013557374477386475,0.1685936152935028,0.014049021527171135,-1
102,2018-En-mystery-03846,Torrance feels irritated.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,irritated,-0.5,0.8930320143699646,0.006171703804284334,0.08649706840515137,0.014299205504357815,-1
103,2018-En-mystery-04796,Torrance feels enraged.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,enraged,0.0,0.8723418116569519,0.005854508839547634,0.11226890981197357,0.009534732438623905,-1
104,2018-En-mystery-16002,Torrance feels annoyed.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,annoyed,-0.6000000238418579,0.9111961126327515,0.004390766844153404,0.07369740307331085,0.010715777985751629,-1
105,2018-En-mystery-08443,Torrance feels sad.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,sad,-0.20000000298023224,0.898182213306427,0.006108637433499098,0.08081236481666565,0.014896737411618233,-1
106,2018-En-mystery-12948,Torrance feels depressed.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,depressed,-0.4000000059604645,0.9498472213745117,0.003853023750707507,0.036709919571876526,0.009589819237589836,-1
107,2018-En-mystery-12591,Torrance feels devastated.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,devastated,0.10000000149011612,0.8622849583625793,0.007514615543186665,0.11593549698591232,0.014264874160289764,-1
108,2018-En-mystery-04762,Torrance feels miserable.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,miserable,-0.800000011920929,0.8270792961120605,0.006601047236472368,0.1521865427494049,0.014133096672594547,-1
109,2018-En-mystery-09205,Torrance feels dissapointed.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,dissapointed,-0.6000000238418579,0.9794233441352844,0.0029373338911682367,0.009112219326198101,0.00852710660547018,-1
110,2018-En-mystery-01847,Torrance feels terrified.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,terrified,0.20000000298023224,0.8565541505813599,0.0055150785483419895,0.12506818771362305,0.01286260038614273,-1
111,2018-En-mystery-04781,Torrance feels discouraged.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,discouraged,-0.4000000059604645,0.6311820149421692,0.06886626780033112,0.2747657299041748,0.02518600970506668,-1
112,2018-En-mystery-13657,Torrance feels scared.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,scared,0.0,0.8603918552398682,0.009776750579476357,0.11439061909914017,0.015440767630934715,-1
113,2018-En-mystery-07017,Torrance feels anxious.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,anxious,0.10000000149011612,0.4734736680984497,0.0683583915233612,0.43054714798927307,0.027620745822787285,-1
114,2018-En-mystery-07884,Torrance feels fearful.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,fearful,0.10000000149011612,0.3793239891529083,0.015175731852650642,0.5906562805175781,0.01484398078173399,0
115,2018-En-mystery-13241,Torrance feels happy.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,happy,0.6000000238418579,0.0029010879807174206,0.9529781341552734,0.03917970880866051,0.004941086284816265,1
116,2018-En-mystery-10526,Torrance feels ecstatic.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,ecstatic,0.6000000238418579,0.0014747271779924631,0.9791168570518494,0.016264809295535088,0.003143582958728075,1
117,2018-En-mystery-12474,Torrance feels glad.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,glad,0.30000001192092896,0.0029958090744912624,0.9426368474960327,0.04831578582525253,0.006051677279174328,1
118,2018-En-mystery-01007,Torrance feels relieved.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,relieved,0.699999988079071,0.04551760107278824,0.7864149212837219,0.15751144289970398,0.010556061752140522,1
119,2018-En-mystery-02338,Torrance feels excited.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,excited,0.699999988079071,0.007044367026537657,0.9349467754364014,0.051730673760175705,0.006278222426772118,1
120,2018-En-mystery-15400,Darnell feels angry.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,angry,0.0,0.8520748615264893,0.009617872536182404,0.12524665892124176,0.013060655444860458,-1
121,2018-En-mystery-00960,Darnell feels furious.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,furious,0.10000000149011612,0.737888514995575,0.02382100187242031,0.22217512130737305,0.016115259379148483,-1
122,2018-En-mystery-13443,Darnell feels irritated.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,irritated,-0.5,0.8713321089744568,0.008588628843426704,0.10444703698158264,0.01563219726085663,-1
123,2018-En-mystery-05304,Darnell feels enraged.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,enraged,0.0,0.839353084564209,0.009415902197360992,0.13961203396320343,0.011618894524872303,-1
124,2018-En-mystery-16920,Darnell feels annoyed.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,annoyed,-0.6000000238418579,0.8881627917289734,0.0062450021505355835,0.09360653907060623,0.011985698714852333,-1
125,2018-En-mystery-15457,Darnell feels sad.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,sad,-0.20000000298023224,0.8751636147499084,0.008914047852158546,0.09936849772930145,0.016553809866309166,-1
126,2018-En-mystery-11568,Darnell feels depressed.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,depressed,-0.4000000059604645,0.9384409189224243,0.005394339561462402,0.04526616632938385,0.0108985910192132,-1
127,2018-En-mystery-09981,Darnell feels devastated.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,devastated,0.10000000149011612,0.8469260931015015,0.011422297917306423,0.12567582726478577,0.015975791960954666,-1
128,2018-En-mystery-08536,Darnell feels miserable.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,miserable,-0.800000011920929,0.8020650744438171,0.009555874392390251,0.17239022254943848,0.015988798812031746,-1
129,2018-En-mystery-05890,Darnell feels dissapointed.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,dissapointed,-0.6000000238418579,0.9727712273597717,0.003991791512817144,0.013344916515052319,0.009892064146697521,-1
130,2018-En-mystery-09312,Darnell feels terrified.,<person subject> feels <emotion word>.,Darnell,male,African-American,fear,terrified,0.20000000298023224,0.8293716907501221,0.008379573002457619,0.14748157560825348,0.014767173677682877,-1
